"","Reserves and surplus","","","","","","","","Total 
other 
equity"
"","Capital 
reserve*","Capital 
redemption 
reserve","Securities 
premium","General 
reserve","Retained 
earnings","Treasury 
Share 
Reserve","Employee 
Stock 
Option 
Reserve","Items of other 
comprehensive 
income",""
"","","","","","","","","Remeasurement 
of employee 
defined benefit 
plans",""
